testingType, system, assimilationMethod, observationInterval, stateError, timeError, RMSE, 
True,L63+time,EAKF,0.5,0.1,0.025,2.233482277823422,
True,L63+time,EAKF,0.5,0.1,0.025,3.267994519450454,
True,L63+time,EAKF,0.5,0.1,0.026000000000000002,2.4633911320069357,
True,L63+time,EAKF,0.5,0.1,0.026000000000000002,2.861634504957292,
True,L63+time,EAKF,0.5,0.1,0.026000000000000002,2.3298594066125835,
True,L63+time,EAKF,0.5,0.1,0.027,2.4262184669321054,
True,L63+time,EAKF,0.5,0.1,0.027,2.4987994001651965,
True,L63+time,EAKF,0.5,0.1,0.027,2.673597143033888,
True,L63+time,EAKF,0.5,0.1,0.028,2.291449170754133,
True,L63+time,EAKF,0.5,0.1,0.028,2.687204115344531,
True,L63+time,EAKF,0.5,0.1,0.028,2.532583346788293,
True,L63+time,EAKF,0.5,0.1,0.029,2.8452057605570205,
True,L63+time,EAKF,0.5,0.1,0.029,2.6357167619394843,
True,L63+time,EAKF,0.5,0.1,0.029,2.7502875173407033,
True,L63+time,EAKF,0.5,0.1,0.03,2.584084337145528,
True,L63+time,EAKF,0.5,0.1,0.03,2.5709902704925005,
True,L63+time,EAKF,0.5,0.1,0.03,2.5324254067411265,
True,L63+time,EAKF,0.5,0.1,0.031,3.463935416523261,
True,L63+time,EAKF,0.5,0.1,0.031,2.936379642304917,
True,L63+time,EAKF,0.5,0.1,0.031,3.150655369724156,
True,L63+time,EAKF,0.5,0.1,0.032,2.687260508385028,
True,L63+time,EAKF,0.5,0.1,0.032,2.61163736080211,
True,L63+time,EAKF,0.5,0.1,0.032,2.8680810853052927,
True,L63+time,EAKF,0.5,0.1,0.033,3.3238005569068694,
True,L63+time,EAKF,0.5,0.1,0.033,2.776166863926233,
True,L63+time,EAKF,0.5,0.1,0.033,3.243510287233231,
