testingType, system, assimilationMethod, observationInterval, stateError, timeError, RMSE, 
True,L63+time,RHF,0.5,0.1,0.035,3.802897709210741,
True,L63+time,RHF,0.5,0.1,0.035,3.646542146063004,
True,L63+time,RHF,0.5,0.1,0.036000000000000004,3.33401800990834,
True,L63+time,RHF,0.5,0.1,0.036000000000000004,3.512244648448943,
True,L63+time,RHF,0.5,0.1,0.036000000000000004,3.4067565077603117,
True,L63+time,RHF,0.5,0.1,0.037,3.6493314771687007,
True,L63+time,RHF,0.5,0.1,0.037,3.738937078764509,
True,L63+time,RHF,0.5,0.1,0.037,3.8293775211911947,
True,L63+time,RHF,0.5,0.1,0.038,3.7330553698872326,
True,L63+time,RHF,0.5,0.1,0.038,4.030694139030745,
True,L63+time,RHF,0.5,0.1,0.038,3.7697667461174906,
True,L63+time,RHF,0.5,0.1,0.039,3.502295910732595,
True,L63+time,RHF,0.5,0.1,0.039,3.7235826385622963,
True,L63+time,RHF,0.5,0.1,0.039,3.5596828209724323,
True,L63+time,RHF,0.5,0.1,0.04,3.861246139346673,
True,L63+time,RHF,0.5,0.1,0.04,4.203188956944301,
True,L63+time,RHF,0.5,0.1,0.04,3.894380170477484,
True,L63+time,RHF,0.5,0.1,0.041,3.765680342727333,
True,L63+time,RHF,0.5,0.1,0.041,4.02550440195205,
True,L63+time,RHF,0.5,0.1,0.041,3.790087156464025,
True,L63+time,RHF,0.5,0.1,0.042,4.024878926471422,
True,L63+time,RHF,0.5,0.1,0.042,3.927752020055977,
True,L63+time,RHF,0.5,0.1,0.042,3.84078191105798,
True,L63+time,RHF,0.5,0.1,0.043000000000000003,4.240285513898148,
True,L63+time,RHF,0.5,0.1,0.043000000000000003,4.06987315751866,
True,L63+time,RHF,0.5,0.1,0.043000000000000003,4.1530018125850265,
True,L63+time,RHF,0.5,0.1,0.044,4.0324048360593,
True,L63+time,RHF,0.5,0.1,0.044,3.944045567538238,
True,L63+time,RHF,0.5,0.1,0.044,4.100391042660673,
True,L63+time,RHF,0.5,0.1,0.045,4.21723055801712,
True,L63+time,RHF,0.5,0.1,0.045,4.735018269366299,
True,L63+time,RHF,0.5,0.1,0.045,4.103264520424452,
True,L63+time,RHF,0.5,0.1,0.046,4.3786277454789815,
True,L63+time,RHF,0.5,0.1,0.046,4.228870056670964,
True,L63+time,RHF,0.5,0.1,0.046,4.472888180792909,
True,L63+time,RHF,0.5,0.1,0.047,4.620439299218246,
True,L63+time,RHF,0.5,0.1,0.047,4.548162274469538,
True,L63+time,RHF,0.5,0.1,0.047,4.31673753705992,
True,L63+time,RHF,0.5,0.1,0.048,4.553057335681986,
True,L63+time,RHF,0.5,0.1,0.048,4.602962252419511,
True,L63+time,RHF,0.5,0.1,0.048,4.637639077221391,
True,L63+time,RHF,0.5,0.1,0.049,4.443682071973812,
True,L63+time,RHF,0.5,0.1,0.049,4.368945556290649,
True,L63+time,RHF,0.5,0.1,0.049,4.751297541622972,
False,L63+time,RHF,0.5,0.01,0.0,0.3383479969285774,
