testingType, system, assimilationMethod, observationInterval, stateError, timeError, RMSE, 
True,L63+time,RHF,0.5,0.1,0.024,2.507514772443236,
True,L63+time,RHF,0.5,0.1,0.024,2.2937106641871523,
True,L63+time,RHF,0.5,0.1,0.025,2.4668074222656435,
True,L63+time,RHF,0.5,0.1,0.025,2.573842791578537,
True,L63+time,RHF,0.5,0.1,0.025,2.5295099362159323,
True,L63+time,RHF,0.5,0.1,0.026000000000000002,2.7029539166729344,
True,L63+time,RHF,0.5,0.1,0.026000000000000002,2.6575697036718995,
True,L63+time,RHF,0.5,0.1,0.026000000000000002,2.7343918309024913,
True,L63+time,RHF,0.5,0.1,0.027,2.556586546787509,
True,L63+time,RHF,0.5,0.1,0.027,2.6582686654732033,
True,L63+time,RHF,0.5,0.1,0.027,2.705517901786098,
True,L63+time,RHF,0.5,0.1,0.028,2.635948278881672,
True,L63+time,RHF,0.5,0.1,0.028,2.5738594181762577,
True,L63+time,RHF,0.5,0.1,0.028,2.7232552904672973,
True,L63+time,RHF,0.5,0.1,0.029,2.712973519335328,
True,L63+time,RHF,0.5,0.1,0.029,2.732336722548205,
True,L63+time,RHF,0.5,0.1,0.029,2.7225692805613777,
True,L63+time,RHF,0.5,0.1,0.03,2.746889366901939,
True,L63+time,RHF,0.5,0.1,0.03,3.139332044974065,
True,L63+time,RHF,0.5,0.1,0.03,2.9397360682320013,
True,L63+time,RHF,0.5,0.1,0.031,3.401510505905884,
True,L63+time,RHF,0.5,0.1,0.031,2.7616642080231757,
True,L63+time,RHF,0.5,0.1,0.031,3.192715097859867,
True,L63+time,RHF,0.5,0.1,0.032,3.1419649698922862,
True,L63+time,RHF,0.5,0.1,0.032,3.212155029152355,
True,L63+time,RHF,0.5,0.1,0.032,3.1566105018333017,
True,L63+time,RHF,0.5,0.1,0.033,2.931188556707901,
True,L63+time,RHF,0.5,0.1,0.033,3.151884860280132,
True,L63+time,RHF,0.5,0.1,0.033,3.258453718811483,
True,L63+time,RHF,0.5,0.1,0.034,3.0787996764605463,
True,L63+time,RHF,0.5,0.1,0.034,3.2442959299544514,
True,L63+time,RHF,0.5,0.1,0.034,3.355241636329186,
True,L63+time,RHF,0.5,0.1,0.035,3.218546958684009,
